,customer_id,address,postcode,state,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,owns_car,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,name,year,month,day,day_of_week,quarter,age,total_profit,age_range,adresses,lat,long
133,27,96 Texas Plaza,3218,Victoria,Garvin,Klees,Male,37,1978-09-25,Research Nurse,Health,Yes,5662,92,2017-05-28,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Garvin Klees,2017,5,28,Sunday,2017Q2,44,155.6500000000001,40-49,3218 Victoria Australia,-38.1180538,144.2047333
134,27,96 Texas Plaza,3218,Victoria,Garvin,Klees,Male,37,1978-09-25,Research Nurse,Health,Yes,1275,97,2017-04-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Garvin Klees,2017,4,8,Saturday,2017Q2,44,50.66,40-49,3218 Victoria Australia,-38.1180538,144.2047333
135,28,48 Eagan Avenue,4868,Queensland,Fee,Zellmer,Male,5,1973-09-30,Senior Quality Engineer,Health,Yes,7048,63,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,Fee Zellmer,2017,10,8,Sunday,2017Q4,49,1383.6100000000001,40-49,4868 Queensland Australia,-16.9678678,145.7464633
136,28,48 Eagan Avenue,4868,Queensland,Fee,Zellmer,Male,5,1973-09-30,Senior Quality Engineer,Health,Yes,8422,19,2017-07-21,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Fee Zellmer,2017,7,21,Friday,2017Q3,49,4.8,40-49,4868 Queensland Australia,-16.9678678,145.7464633
137,28,48 Eagan Avenue,4868,Queensland,Fee,Zellmer,Male,5,1973-09-30,Senior Quality Engineer,Health,Yes,13007,82,2017-07-16,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,Fee Zellmer,2017,7,16,Sunday,2017Q3,49,459.46000000000015,40-49,4868 Queensland Australia,-16.9678678,145.7464633
138,28,48 Eagan Avenue,4868,Queensland,Fee,Zellmer,Male,5,1973-09-30,Senior Quality Engineer,Health,Yes,11105,26,2017-04-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,Fee Zellmer,2017,4,20,Thursday,2017Q2,49,1230.3000000000002,40-49,4868 Queensland Australia,-16.9678678,145.7464633
139,28,48 Eagan Avenue,4868,Queensland,Fee,Zellmer,Male,5,1973-09-30,Senior Quality Engineer,Health,Yes,8139,70,2017-01-31,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,Fee Zellmer,2017,1,31,Tuesday,2017Q1,49,198.29000000000002,40-49,4868 Queensland Australia,-16.9678678,145.7464633
140,28,48 Eagan Avenue,4868,Queensland,Fee,Zellmer,Male,5,1973-09-30,Senior Quality Engineer,Health,Yes,7775,72,2017-01-23,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Fee Zellmer,2017,1,23,Monday,2017Q1,49,90.09999999999997,40-49,4868 Queensland Australia,-16.9678678,145.7464633
141,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,14982,38,2017-12-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Mona Sancraft,2017,12,8,Friday,2017Q4,55,751.02,50-59,4116 Queensland Australia,-27.6238851,153.0499871
142,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,7691,65,2017-10-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,Mona Sancraft,2017,10,12,Thursday,2017Q4,55,1028.76,50-59,4116 Queensland Australia,-27.6238851,153.0499871
143,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,661,87,2017-09-16,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,Mona Sancraft,2017,9,16,Saturday,2017Q3,55,471.6,50-59,4116 Queensland Australia,-27.6238851,153.0499871
144,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,16431,44,2017-08-30,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Mona Sancraft,2017,8,30,Wednesday,2017Q3,55,1660.88,50-59,4116 Queensland Australia,-27.6238851,153.0499871
145,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,7093,84,2017-08-22,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,Mona Sancraft,2017,8,22,Tuesday,2017Q3,55,75.48000000000002,50-59,4116 Queensland Australia,-27.6238851,153.0499871
146,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,19016,80,2017-04-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Mona Sancraft,2017,4,10,Monday,2017Q2,55,139.2299999999999,50-59,4116 Queensland Australia,-27.6238851,153.0499871
147,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,1898,80,2017-03-28,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Mona Sancraft,2017,3,28,Tuesday,2017Q1,55,139.2299999999999,50-59,4116 Queensland Australia,-27.6238851,153.0499871
148,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,19532,46,2017-01-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,Mona Sancraft,2017,1,25,Wednesday,2017Q1,55,1215.34,50-59,4116 Queensland Australia,-27.6238851,153.0499871
149,29,9 Buell Park,4116,Queensland,Mona,Sancraft,Female,62,1968-06-22,Safety Technician III,Manufacturing,No,10676,53,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,Mona Sancraft,2017,1,4,Wednesday,2017Q1,55,693.76,50-59,4116 Queensland Australia,-27.6238851,153.0499871
153,31,2294 Pleasure Place,2135,New South Wales,Star,Praton,Female,3,1962-11-24,Staff Accountant III,Telecommunications,Yes,14858,0,2017-10-02,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Star Praton,2017,10,2,Monday,2017Q4,60,17.869999999999997,over 60,2135 New South Wales Australia,-33.8808808,151.0762495
154,31,2294 Pleasure Place,2135,New South Wales,Star,Praton,Female,3,1962-11-24,Staff Accountant III,Telecommunications,Yes,11652,22,2017-07-15,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,Star Praton,2017,7,15,Saturday,2017Q3,60,143.82,over 60,2135 New South Wales Australia,-33.8808808,151.0762495
155,31,2294 Pleasure Place,2135,New South Wales,Star,Praton,Female,3,1962-11-24,Staff Accountant III,Telecommunications,Yes,420,97,2017-05-25,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,Star Praton,2017,5,25,Thursday,2017Q2,60,75.13999999999999,over 60,2135 New South Wales Australia,-33.8808808,151.0762495
156,31,2294 Pleasure Place,2135,New South Wales,Star,Praton,Female,3,1962-11-24,Staff Accountant III,Telecommunications,Yes,4321,99,2017-03-21,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,Star Praton,2017,3,21,Tuesday,2017Q1,60,189.27999999999997,over 60,2135 New South Wales Australia,-33.8808808,151.0762495
157,32,2951 Petterle Place,2756,New South Wales,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,No,8735,25,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Marion Vanichkin,2017,8,14,Monday,2017Q3,28,709.34,20-29,2756 New South Wales Australia,-33.3137032,150.7214362
158,32,2951 Petterle Place,2756,New South Wales,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,No,15346,94,2017-06-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,Marion Vanichkin,2017,6,1,Thursday,2017Q2,28,641.64,20-29,2756 New South Wales Australia,-33.3137032,150.7214362
159,32,2951 Petterle Place,2756,New South Wales,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,No,10210,97,2017-05-09,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Marion Vanichkin,2017,5,9,Tuesday,2017Q2,28,50.66,20-29,2756 New South Wales Australia,-33.3137032,150.7214362
160,32,2951 Petterle Place,2756,New South Wales,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,No,15922,8,2017-05-05,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,Marion Vanichkin,2017,5,5,Friday,2017Q2,28,187.38999999999987,20-29,2756 New South Wales Australia,-33.3137032,150.7214362
161,32,2951 Petterle Place,2756,New South Wales,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,No,4734,21,2017-04-12,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Marion Vanichkin,2017,4,12,Wednesday,2017Q2,28,690.49,20-29,2756 New South Wales Australia,-33.3137032,150.7214362
162,32,2951 Petterle Place,2756,New South Wales,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,No,99,95,2017-03-26,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,Marion Vanichkin,2017,3,26,Sunday,2017Q1,28,41.129999999999995,20-29,2756 New South Wales Australia,-33.3137032,150.7214362
163,32,2951 Petterle Place,2756,New South Wales,Marion,Vanichkin,Female,17,1995-04-20,Legal Assistant,Manufacturing,No,15069,43,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,Marion Vanichkin,2017,1,14,Saturday,2017Q1,28,502.47,20-29,2756 New South Wales Australia,-33.3137032,150.7214362
180,35,34 Russell Plaza,4127,Queensland,Margaretha,Strettle,Female,40,1963-09-28,Information Systems Manager,Health,Yes,17891,27,2017-09-29,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,Margaretha Strettle,2017,9,29,Friday,2017Q3,59,903.11,50-59,4127 Queensland Australia,-27.629563,153.1443045
181,35,34 Russell Plaza,4127,Queensland,Margaretha,Strettle,Female,40,1963-09-28,Information Systems Manager,Health,Yes,5637,98,2017-06-23,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,Margaretha Strettle,2017,6,23,Friday,2017Q2,59,693.76,50-59,4127 Queensland Australia,-27.629563,153.1443045
182,35,34 Russell Plaza,4127,Queensland,Margaretha,Strettle,Female,40,1963-09-28,Information Systems Manager,Health,Yes,3417,70,2017-03-30,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,Margaretha Strettle,2017,3,30,Thursday,2017Q1,59,830.2399999999999,50-59,4127 Queensland Australia,-27.629563,153.1443045
183,35,34 Russell Plaza,4127,Queensland,Margaretha,Strettle,Female,40,1963-09-28,Information Systems Manager,Health,Yes,15032,15,2017-03-28,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,Margaretha Strettle,2017,3,28,Tuesday,2017Q1,59,1279.3999999999999,50-59,4127 Queensland Australia,-27.629563,153.1443045
186,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,14725,38,2017-12-23,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,Laurie Dwerryhouse,2017,12,23,Saturday,2017Q4,37,1702.5499999999997,30-39,4726 Queensland Australia,-22.9708603,145.242794
187,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,16239,69,2017-11-09,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,Laurie Dwerryhouse,2017,11,9,Thursday,2017Q4,37,445.2099999999999,30-39,4726 Queensland Australia,-22.9708603,145.242794
188,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,3748,14,2017-10-09,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,Laurie Dwerryhouse,2017,10,9,Monday,2017Q4,37,737.1700000000001,30-39,4726 Queensland Australia,-22.9708603,145.242794
189,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,9874,99,2017-09-12,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,Laurie Dwerryhouse,2017,9,12,Tuesday,2017Q3,37,189.27999999999997,30-39,4726 Queensland Australia,-22.9708603,145.242794
190,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,231,46,2017-08-12,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,Laurie Dwerryhouse,2017,8,12,Saturday,2017Q3,37,1544.6100000000001,30-39,4726 Queensland Australia,-22.9708603,145.242794
191,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,5998,0,2017-07-05,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Laurie Dwerryhouse,2017,7,5,Wednesday,2017Q3,37,179.44,30-39,4726 Queensland Australia,-22.9708603,145.242794
192,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,10824,0,2017-05-07,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,Laurie Dwerryhouse,2017,5,7,Sunday,2017Q2,37,15.080000000000005,30-39,4726 Queensland Australia,-22.9708603,145.242794
193,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,6664,86,2017-05-01,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,Laurie Dwerryhouse,2017,5,1,Monday,2017Q2,37,309.80999999999995,30-39,4726 Queensland Australia,-22.9708603,145.242794
194,37,54 Sage Plaza,4726,Queensland,Laurie,Dwerryhouse,Female,46,1985-12-22,Worker,Health,No,13475,36,2017-03-05,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,Laurie Dwerryhouse,2017,3,5,Sunday,2017Q1,37,1215.34,30-39,4726 Queensland Australia,-22.9708603,145.242794
195,38,90 Lawn Parkway,4805,Queensland,Cordi,Merman,Female,37,1955-10-29,Senior Cost Accountant,Financial Services,No,7384,46,2017-11-10,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,Cordi Merman,2017,11,10,Friday,2017Q4,67,1215.34,over 60,4805 Queensland Australia,-22.5822615,151.700565
196,38,90 Lawn Parkway,4805,Queensland,Cordi,Merman,Female,37,1955-10-29,Senior Cost Accountant,Financial Services,No,9453,60,2017-08-22,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Cordi Merman,2017,8,22,Tuesday,2017Q3,67,217.51,over 60,4805 Queensland Australia,-22.5822615,151.700565
197,38,90 Lawn Parkway,4805,Queensland,Cordi,Merman,Female,37,1955-10-29,Senior Cost Accountant,Financial Services,No,9816,13,2017-08-13,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Cordi Merman,2017,8,13,Sunday,2017Q3,67,574.6200000000001,over 60,4805 Queensland Australia,-22.5822615,151.700565
198,38,90 Lawn Parkway,4805,Queensland,Cordi,Merman,Female,37,1955-10-29,Senior Cost Accountant,Financial Services,No,14512,2,2017-01-23,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Cordi Merman,2017,1,23,Monday,2017Q1,67,17.869999999999997,over 60,4805 Queensland Australia,-22.5822615,151.700565
199,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,2557,69,2017-11-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Hunfredo Smalley,2017,11,26,Sunday,2017Q4,44,198.22000000000003,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
200,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,18076,38,2017-11-24,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Hunfredo Smalley,2017,11,24,Friday,2017Q4,44,751.02,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
201,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,17701,21,2017-10-06,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Hunfredo Smalley,2017,10,6,Friday,2017Q4,44,690.49,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
202,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,3561,30,2017-09-23,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,Hunfredo Smalley,2017,9,23,Saturday,2017Q3,44,299.27,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
203,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,6593,27,2017-09-16,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,Hunfredo Smalley,2017,9,16,Saturday,2017Q3,44,110.80999999999995,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
204,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,2850,37,2017-08-28,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,Hunfredo Smalley,2017,8,28,Monday,2017Q3,44,1544.6100000000001,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
205,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,16084,70,2017-08-16,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,Hunfredo Smalley,2017,8,16,Wednesday,2017Q3,44,198.29000000000002,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
206,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,10562,46,2017-08-04,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,Hunfredo Smalley,2017,8,4,Friday,2017Q3,44,1215.34,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
207,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,12174,34,2017-05-29,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,Hunfredo Smalley,2017,5,29,Monday,2017Q2,44,309.80999999999995,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
208,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,12103,49,2017-02-09,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,Hunfredo Smalley,2017,2,9,Thursday,2017Q1,44,133.38,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
209,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,5119,40,2017-02-07,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,Hunfredo Smalley,2017,2,7,Tuesday,2017Q1,44,583.2700000000001,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
210,39,38726 Ilene Crossing,2212,New South Wales,Hunfredo,Smalley,Male,5,1979-04-16,Assistant,Entertainment,No,4659,97,2017-01-19,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Hunfredo Smalley,2017,1,19,Thursday,2017Q1,44,50.66,40-49,2212 New South Wales Australia,-33.9495044,151.0151163
211,40,3496 Brown Drive,2207,New South Wales,Tomasine,Jerche,Female,91,1981-10-27,Payment Adjustment Coordinator,Manufacturing,No,836,46,2017-12-16,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,Tomasine Jerche,2017,12,16,Saturday,2017Q4,41,1215.34,40-49,2207 New South Wales Australia,-33.9541086,151.1228434
213,40,3496 Brown Drive,2207,New South Wales,Tomasine,Jerche,Female,91,1981-10-27,Payment Adjustment Coordinator,Manufacturing,No,4213,21,2017-07-26,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Tomasine Jerche,2017,7,26,Wednesday,2017Q3,41,690.49,40-49,2207 New South Wales Australia,-33.9541086,151.1228434
214,40,3496 Brown Drive,2207,New South Wales,Tomasine,Jerche,Female,91,1981-10-27,Payment Adjustment Coordinator,Manufacturing,No,327,1,2017-05-09,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Tomasine Jerche,2017,5,9,Tuesday,2017Q2,41,448.67999999999995,40-49,2207 New South Wales Australia,-33.9541086,151.1228434
215,40,3496 Brown Drive,2207,New South Wales,Tomasine,Jerche,Female,91,1981-10-27,Payment Adjustment Coordinator,Manufacturing,No,10129,35,2017-04-21,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,Tomasine Jerche,2017,4,21,Friday,2017Q2,41,903.11,40-49,2207 New South Wales Australia,-33.9541086,151.1228434
216,40,3496 Brown Drive,2207,New South Wales,Tomasine,Jerche,Female,91,1981-10-27,Payment Adjustment Coordinator,Manufacturing,No,10973,22,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,Tomasine Jerche,2017,1,24,Tuesday,2017Q1,41,15.080000000000005,40-49,2207 New South Wales Australia,-33.9541086,151.1228434
217,41,7188 Cody Way,3350,Victoria,Basilius,Coupe,Male,64,1976-04-14,Food Chemist,Health,No,16571,65,2017-12-01,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,Basilius Coupe,2017,12,1,Friday,2017Q4,47,1028.76,40-49,3350 Victoria Australia,-37.5691087,143.8563224
218,41,7188 Cody Way,3350,Victoria,Basilius,Coupe,Male,64,1976-04-14,Food Chemist,Health,No,16604,97,2017-11-29,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,Basilius Coupe,2017,11,29,Wednesday,2017Q4,47,50.66,40-49,3350 Victoria Australia,-37.5691087,143.8563224
219,41,7188 Cody Way,3350,Victoria,Basilius,Coupe,Male,64,1976-04-14,Food Chemist,Health,No,18512,91,2017-11-14,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,Basilius Coupe,2017,11,14,Tuesday,2017Q4,47,25.08999999999999,40-49,3350 Victoria Australia,-37.5691087,143.8563224
220,41,7188 Cody Way,3350,Victoria,Basilius,Coupe,Male,64,1976-04-14,Food Chemist,Health,No,3342,67,2017-08-03,0.0,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,Basilius Coupe,2017,8,3,Thursday,2017Q3,47,167.20999999999998,40-49,3350 Victoria Australia,-37.5691087,143.8563224
221,41,7188 Cody Way,3350,Victoria,Basilius,Coupe,Male,64,1976-04-14,Food Chemist,Health,No,14571,57,2017-07-09,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,Basilius Coupe,2017,7,9,Sunday,2017Q3,47,1630.25,40-49,3350 Victoria Australia,-37.5691087,143.8563224
